               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.021518,             0.00746,           0.0096816,             0.99349,             0.97727,             0.99333,             0.69996,            0.016223,           0.0042615,           0.0021672,           0.0038026,           0.0038026,           0.0038026
                 315,             0.02311,           0.0073265,           0.0056967,             0.99322,             0.97727,             0.97607,             0.82764,            0.012295,           0.0039815,           0.0021583,           0.0037828,           0.0037828,           0.0037828
                 316,               0.023,           0.0086529,           0.0069076,             0.99322,             0.97727,             0.97607,             0.82764,            0.012295,           0.0039815,           0.0021583,            0.003763,            0.003763,            0.003763
                 317,            0.020138,            0.008754,           0.0074456,             0.99309,             0.97727,             0.97608,             0.85362,            0.011011,           0.0039668,           0.0021785,           0.0037432,           0.0037432,           0.0037432
                 318,            0.021774,           0.0089774,           0.0069349,             0.99355,             0.97727,             0.97607,             0.84637,            0.012582,           0.0039944,           0.0021701,           0.0037234,           0.0037234,           0.0037234
                 319,            0.020783,           0.0088945,           0.0041888,             0.99264,             0.97727,             0.99333,             0.74374,            0.016316,           0.0041659,           0.0021681,           0.0037036,           0.0037036,           0.0037036
                 320,            0.026192,           0.0071769,           0.0046341,             0.99264,             0.97727,             0.99333,             0.74374,            0.016316,           0.0041659,           0.0021681,           0.0036838,           0.0036838,           0.0036838
                 321,            0.023579,           0.0068749,           0.0062486,              0.9927,             0.97727,             0.99333,             0.78785,            0.013753,           0.0040856,           0.0021546,            0.003664,            0.003664,            0.003664
                 322,            0.021761,           0.0079821,           0.0033771,             0.99396,             0.97727,             0.99333,             0.76781,            0.015035,           0.0041499,           0.0021355,           0.0036442,           0.0036442,           0.0036442
                 323,            0.022148,           0.0081623,           0.0051181,             0.99408,             0.97727,             0.97624,             0.84097,            0.012597,           0.0038316,           0.0021416,           0.0036244,           0.0036244,           0.0036244
                 324,            0.019415,           0.0087901,           0.0059514,             0.99408,             0.97727,             0.97624,             0.84097,            0.012597,           0.0038316,           0.0021416,           0.0036046,           0.0036046,           0.0036046
                 325,             0.01687,           0.0072329,           0.0045151,              0.9942,             0.97727,             0.99192,             0.85466,            0.011269,           0.0038109,           0.0021406,           0.0035848,           0.0035848,           0.0035848
                 326,             0.01821,           0.0080495,           0.0040999,             0.99486,             0.97727,             0.99192,             0.78136,            0.011974,           0.0038586,           0.0021301,            0.003565,            0.003565,            0.003565
                 327,            0.020219,           0.0091574,           0.0051642,              0.9949,             0.97727,             0.99192,             0.80262,            0.013865,           0.0039329,           0.0021331,           0.0035452,           0.0035452,           0.0035452
                 328,             0.02176,           0.0079129,           0.0069993,              0.9949,             0.97727,             0.99192,             0.80262,            0.013865,           0.0039329,           0.0021331,           0.0035254,           0.0035254,           0.0035254
                 329,             0.02007,           0.0079306,           0.0041705,             0.99517,             0.97727,             0.97638,             0.83085,            0.013392,           0.0037604,           0.0021137,           0.0035056,           0.0035056,           0.0035056
                 330,            0.020734,           0.0088731,           0.0045775,             0.99599,             0.97727,             0.97649,             0.74638,             0.01322,           0.0038318,           0.0021107,           0.0034858,           0.0034858,           0.0034858
                 331,              0.0249,           0.0087196,           0.0056321,             0.99591,             0.97727,             0.97663,             0.79448,            0.014909,           0.0039553,           0.0020953,            0.003466,            0.003466,            0.003466
                 332,            0.019171,           0.0072365,           0.0029665,             0.99591,             0.97727,             0.97663,             0.79448,            0.014909,           0.0039553,           0.0020953,           0.0034462,           0.0034462,           0.0034462
                 333,            0.021385,           0.0078666,           0.0082961,             0.99625,             0.97727,             0.97665,             0.84957,            0.012636,            0.003774,           0.0021142,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018611,           0.0080693,           0.0039927,             0.99601,             0.97727,             0.97683,             0.85323,            0.013829,           0.0038443,           0.0021286,           0.0034066,           0.0034066,           0.0034066
                 335,            0.019857,           0.0087474,           0.0041325,              0.9959,             0.97727,             0.97685,             0.80459,             0.01356,           0.0037456,           0.0021386,           0.0033868,           0.0033868,           0.0033868
                 336,            0.022021,           0.0082064,            0.004504,              0.9959,             0.97727,             0.97685,             0.80459,             0.01356,           0.0037456,           0.0021386,            0.003367,            0.003367,            0.003367
                 337,            0.023416,           0.0066813,           0.0071181,             0.99608,             0.97727,             0.97694,             0.81946,            0.013368,           0.0036246,           0.0021361,           0.0033472,           0.0033472,           0.0033472
                 338,             0.02112,           0.0078698,           0.0042324,              0.9963,             0.97727,              0.9926,             0.78296,            0.013563,           0.0037131,           0.0021696,           0.0033274,           0.0033274,           0.0033274
                 339,            0.022654,           0.0083575,           0.0041874,             0.99624,             0.97727,             0.97708,             0.83797,            0.012622,           0.0035205,           0.0021855,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021577,           0.0082536,           0.0053683,             0.99624,             0.97727,             0.97708,             0.83797,            0.012622,           0.0035205,           0.0021855,           0.0032878,           0.0032878,           0.0032878
                 341,            0.021507,           0.0079805,           0.0039906,             0.99659,             0.97727,             0.97706,             0.82467,            0.013088,           0.0036698,           0.0021577,            0.003268,            0.003268,            0.003268
                 342,            0.021038,           0.0079482,           0.0051737,             0.99629,             0.97727,             0.97693,             0.78111,            0.013413,           0.0038296,           0.0021509,           0.0032482,           0.0032482,           0.0032482
                 343,            0.025202,            0.008857,           0.0042622,             0.99602,             0.97727,             0.97696,             0.82548,            0.011869,           0.0037902,           0.0021384,           0.0032284,           0.0032284,           0.0032284
                 344,            0.020372,              0.0071,            0.005824,             0.99602,             0.97727,             0.97696,             0.82548,            0.011869,           0.0037902,           0.0021384,           0.0032086,           0.0032086,           0.0032086
                 345,            0.018354,           0.0066871,             0.00569,             0.99596,             0.97727,             0.97691,             0.84341,            0.010219,           0.0037072,           0.0021445,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020863,           0.0075526,           0.0046172,             0.99581,             0.97727,             0.97694,             0.85347,             0.01039,           0.0037608,           0.0021468,            0.003169,            0.003169,            0.003169
                 347,            0.018509,           0.0067269,           0.0054716,             0.99622,             0.97727,             0.97694,             0.78937,            0.014255,           0.0038371,           0.0021095,           0.0031492,           0.0031492,           0.0031492
                 348,            0.022334,           0.0080249,           0.0044362,             0.99622,             0.97727,             0.97694,             0.78937,            0.014255,           0.0038371,           0.0021095,           0.0031294,           0.0031294,           0.0031294
                 349,            0.022167,           0.0085772,           0.0043424,             0.99633,             0.97727,             0.97697,             0.81314,            0.012829,           0.0037075,           0.0021088,           0.0031096,           0.0031096,           0.0031096
                 350,            0.020084,            0.006836,           0.0058794,             0.99637,             0.97727,             0.97693,             0.81531,            0.012875,           0.0036523,           0.0021019,           0.0030898,           0.0030898,           0.0030898
                 351,            0.020017,           0.0077935,           0.0034458,             0.99613,             0.97727,             0.97694,             0.87053,           0.0099321,           0.0035238,           0.0021032,             0.00307,             0.00307,             0.00307
                 352,            0.017849,           0.0068013,           0.0034142,             0.99613,             0.97727,             0.97694,             0.87053,           0.0099321,           0.0035238,           0.0021032,           0.0030502,           0.0030502,           0.0030502
                 353,            0.017203,            0.007965,           0.0040981,             0.99602,             0.97727,             0.99413,             0.85968,            0.010393,           0.0035147,           0.0020935,           0.0030304,           0.0030304,           0.0030304
                 354,            0.021179,           0.0081883,           0.0036651,             0.99589,             0.97727,             0.97693,             0.77642,            0.016349,           0.0038558,           0.0020581,           0.0030106,           0.0030106,           0.0030106
                 355,            0.022258,            0.007031,           0.0042584,             0.99575,             0.97727,             0.97686,             0.83026,            0.010513,           0.0035622,           0.0020599,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017258,           0.0078021,           0.0034026,             0.99575,             0.97727,             0.97686,             0.83026,            0.010513,           0.0035622,           0.0020599,            0.002971,            0.002971,            0.002971
                 357,            0.018791,           0.0082042,           0.0036157,             0.99578,             0.97727,             0.97699,              0.8697,           0.0098969,           0.0035253,           0.0020484,           0.0029512,           0.0029512,           0.0029512
                 358,            0.018727,           0.0081289,           0.0051804,             0.99594,             0.97727,             0.97931,             0.84604,            0.010986,           0.0036684,           0.0020248,           0.0029314,           0.0029314,           0.0029314
                 359,            0.019069,           0.0077607,           0.0031792,             0.99597,             0.97727,             0.97703,             0.80624,            0.012421,           0.0037333,             0.00201,           0.0029116,           0.0029116,           0.0029116
                 360,             0.02154,           0.0067444,           0.0048073,             0.99597,             0.97727,             0.97703,             0.80624,            0.012421,           0.0037333,             0.00201,           0.0028918,           0.0028918,           0.0028918
                 361,            0.016854,           0.0071276,           0.0079847,             0.99607,             0.97727,             0.97703,             0.83399,            0.010689,           0.0036498,           0.0019893,            0.002872,            0.002872,            0.002872
                 362,            0.018323,           0.0068875,           0.0042958,             0.99611,             0.97727,             0.97697,              0.8422,            0.010807,           0.0036378,           0.0019659,           0.0028522,           0.0028522,           0.0028522
                 363,             0.02034,           0.0077557,           0.0049972,             0.99613,             0.97727,             0.99413,             0.88808,            0.011265,            0.003585,             0.00195,           0.0028324,           0.0028324,           0.0028324
                 364,            0.020535,           0.0070122,           0.0034532,             0.99613,             0.97727,             0.99413,             0.88808,            0.011265,            0.003585,             0.00195,           0.0028126,           0.0028126,           0.0028126
                 365,            0.018789,           0.0078447,           0.0045871,             0.99608,             0.97727,             0.99413,             0.89851,            0.010173,           0.0035285,           0.0019351,           0.0027928,           0.0027928,           0.0027928
                 366,            0.017395,           0.0075393,           0.0031309,             0.99613,             0.97727,             0.97675,             0.84142,            0.013092,           0.0037063,           0.0019115,            0.002773,            0.002773,            0.002773
                 367,            0.019899,           0.0083964,           0.0026545,             0.99603,             0.97727,             0.99333,             0.84365,            0.009396,           0.0035001,           0.0019122,           0.0027532,           0.0027532,           0.0027532
                 368,            0.018034,           0.0071434,           0.0057593,             0.99603,             0.97727,             0.99333,             0.84365,            0.009396,           0.0035001,           0.0019122,           0.0027334,           0.0027334,           0.0027334
                 369,            0.016291,           0.0069895,           0.0041225,             0.99604,             0.97727,             0.99333,              0.8835,           0.0096545,           0.0034954,           0.0019064,           0.0027136,           0.0027136,           0.0027136
                 370,            0.016718,           0.0076053,           0.0041878,             0.99609,             0.97727,             0.99333,             0.88629,           0.0099968,           0.0035603,           0.0018933,           0.0026938,           0.0026938,           0.0026938
                 371,             0.01881,           0.0072932,             0.00491,             0.99606,             0.97727,             0.97658,             0.80713,            0.011694,           0.0037252,           0.0018692,            0.002674,            0.002674,            0.002674
                 372,            0.018526,           0.0073585,           0.0071789,             0.99606,             0.97727,             0.97658,             0.80713,            0.011694,           0.0037252,           0.0018692,           0.0026542,           0.0026542,           0.0026542
                 373,            0.019351,           0.0077174,            0.004519,             0.99598,             0.97727,             0.97657,             0.83872,            0.011574,           0.0037159,           0.0018639,           0.0026344,           0.0026344,           0.0026344
                 374,            0.018879,           0.0080746,           0.0085053,             0.99609,             0.97727,             0.97645,             0.81978,            0.011082,           0.0036771,           0.0018408,           0.0026146,           0.0026146,           0.0026146
                 375,            0.020326,           0.0076799,           0.0022959,              0.9961,             0.97727,             0.97642,             0.85041,            0.011008,           0.0036071,           0.0018233,           0.0025948,           0.0025948,           0.0025948
                 376,            0.018464,           0.0070192,           0.0054794,              0.9961,             0.97727,             0.97642,             0.85041,            0.011008,           0.0036071,           0.0018233,            0.002575,            0.002575,            0.002575
                 377,            0.015445,           0.0063918,           0.0027238,             0.99612,             0.97727,             0.97637,             0.86905,            0.010204,           0.0035433,           0.0018113,           0.0025552,           0.0025552,           0.0025552
                 378,            0.015107,           0.0066305,           0.0048889,             0.99614,             0.97727,             0.97628,             0.89228,           0.0090647,           0.0035149,           0.0017964,           0.0025354,           0.0025354,           0.0025354
                 379,            0.016529,           0.0064874,           0.0079947,              0.9962,             0.97727,             0.97627,              0.8579,              0.0112,           0.0036338,           0.0017822,           0.0025156,           0.0025156,           0.0025156
                 380,             0.01957,           0.0080081,           0.0061427,              0.9962,             0.97727,             0.97627,              0.8579,              0.0112,           0.0036338,           0.0017822,           0.0024958,           0.0024958,           0.0024958
                 381,            0.016227,           0.0080481,           0.0032996,             0.99615,             0.97727,             0.97628,             0.86597,           0.0096084,           0.0035092,           0.0017729,            0.002476,            0.002476,            0.002476
                 382,            0.018857,           0.0076741,           0.0039369,              0.9962,             0.97727,             0.97639,             0.82532,            0.011716,           0.0037253,           0.0017633,           0.0024562,           0.0024562,           0.0024562
                 383,            0.020857,           0.0079252,           0.0036154,             0.99615,             0.97727,             0.97643,             0.88246,           0.0088353,           0.0034828,           0.0017643,           0.0024364,           0.0024364,           0.0024364
                 384,            0.017292,           0.0068221,           0.0035216,             0.99615,             0.97727,             0.97643,             0.88246,           0.0088353,           0.0034828,           0.0017643,           0.0024166,           0.0024166,           0.0024166
                 385,            0.016131,           0.0076811,           0.0041207,             0.99612,             0.97727,             0.97642,             0.87425,           0.0090294,           0.0035139,           0.0017536,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015947,           0.0070703,           0.0053565,             0.99605,             0.97727,             0.99333,             0.87523,           0.0091051,           0.0034599,           0.0017355,            0.002377,            0.002377,            0.002377
                 387,            0.016647,           0.0069457,           0.0037953,             0.99603,             0.97727,             0.97634,             0.78885,            0.012327,           0.0035097,           0.0017152,           0.0023572,           0.0023572,           0.0023572
                 388,            0.018334,           0.0071908,           0.0023478,             0.99603,             0.97727,             0.97634,             0.78885,            0.012327,           0.0035097,           0.0017152,           0.0023374,           0.0023374,           0.0023374
                 389,            0.016565,           0.0072963,           0.0029488,              0.9957,             0.97727,             0.97634,             0.80242,            0.011507,           0.0034099,           0.0017099,           0.0023176,           0.0023176,           0.0023176
                 390,            0.016374,           0.0063677,           0.0037607,             0.99556,             0.97727,             0.97634,             0.88526,           0.0092591,           0.0033631,            0.001702,           0.0022978,           0.0022978,           0.0022978
                 391,            0.017952,            0.007835,           0.0033161,             0.99573,             0.97727,             0.99333,             0.87217,            0.010992,           0.0034175,           0.0016879,            0.002278,            0.002278,            0.002278
                 392,              0.0198,           0.0080466,           0.0048724,             0.99573,             0.97727,             0.99333,             0.87217,            0.010992,           0.0034175,           0.0016879,           0.0022582,           0.0022582,           0.0022582
                 393,             0.01579,           0.0066592,           0.0033641,              0.9956,             0.97727,             0.97631,             0.88081,           0.0092985,           0.0033124,           0.0016814,           0.0022384,           0.0022384,           0.0022384
                 394,              0.0154,           0.0064505,           0.0026526,             0.99549,             0.97727,             0.99333,             0.90123,           0.0093255,           0.0032703,           0.0016702,           0.0022186,           0.0022186,           0.0022186
                 395,             0.01485,           0.0072523,           0.0028213,             0.99562,             0.97727,             0.99333,             0.88326,            0.010928,           0.0034068,           0.0016594,           0.0021988,           0.0021988,           0.0021988
                 396,            0.020521,           0.0066091,           0.0034135,             0.99562,             0.97727,             0.99333,             0.88326,            0.010928,           0.0034068,           0.0016594,            0.002179,            0.002179,            0.002179
                 397,            0.017418,           0.0073361,           0.0028878,             0.99556,             0.97727,             0.97626,             0.90277,           0.0096679,           0.0033199,           0.0016453,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017384,           0.0075135,           0.0030656,             0.99546,             0.97727,             0.97626,              0.8768,            0.011456,           0.0034109,           0.0016375,           0.0021394,           0.0021394,           0.0021394
                 399,            0.017739,           0.0066339,           0.0048996,             0.99536,             0.97727,             0.97628,             0.91122,           0.0089463,           0.0032376,           0.0016324,           0.0021196,           0.0021196,           0.0021196
                 400,             0.01604,           0.0071643,           0.0050737,             0.99536,             0.97727,             0.97628,             0.91122,           0.0089463,           0.0032376,           0.0016324,           0.0020998,           0.0020998,           0.0020998
                 401,            0.016515,            0.007343,           0.0048942,             0.99549,             0.97727,             0.97625,             0.89311,           0.0092451,           0.0032296,           0.0016203,             0.00208,             0.00208,             0.00208
                 402,            0.015697,           0.0066354,           0.0046471,             0.99547,             0.97727,             0.97617,             0.88953,            0.010244,           0.0034175,            0.001609,           0.0020602,           0.0020602,           0.0020602
                 403,            0.016812,           0.0063049,           0.0046768,             0.99556,             0.97727,             0.97617,             0.90391,           0.0087428,           0.0032729,           0.0016013,           0.0020404,           0.0020404,           0.0020404
                 404,            0.016351,           0.0070062,           0.0025632,             0.99556,             0.97727,             0.97617,             0.90391,           0.0087428,           0.0032729,           0.0016013,           0.0020206,           0.0020206,           0.0020206
                 405,            0.013409,           0.0066059,           0.0040379,              0.9957,             0.97727,              0.9762,             0.88988,           0.0088906,           0.0032582,           0.0015949,           0.0020008,           0.0020008,           0.0020008
                 406,            0.016244,           0.0064065,           0.0042241,             0.99569,             0.97727,             0.97617,             0.91473,           0.0094219,           0.0032676,            0.001588,            0.001981,            0.001981,            0.001981
                 407,            0.018592,           0.0065785,           0.0075466,             0.99575,             0.97727,             0.97613,             0.91792,            0.007668,           0.0031554,           0.0015863,           0.0019612,           0.0019612,           0.0019612
                 408,            0.017485,           0.0070859,            0.003914,             0.99575,             0.97727,             0.97613,             0.91792,            0.007668,           0.0031554,           0.0015863,           0.0019414,           0.0019414,           0.0019414
                 409,             0.01461,           0.0074369,           0.0054211,              0.9958,             0.97727,             0.97613,             0.90362,           0.0081844,            0.003189,           0.0015786,           0.0019216,           0.0019216,           0.0019216
                 410,            0.016114,            0.007283,           0.0030913,             0.99827,             0.97977,               0.995,             0.92572,           0.0081606,           0.0032198,           0.0015785,           0.0019018,           0.0019018,           0.0019018
                 411,             0.01838,           0.0072391,           0.0028357,             0.99591,             0.97727,             0.97618,             0.91695,           0.0088924,           0.0032293,           0.0015733,            0.001882,            0.001882,            0.001882
                 412,            0.016063,           0.0069897,           0.0032853,             0.99591,             0.97727,             0.97618,             0.91695,           0.0088924,           0.0032293,           0.0015733,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01647,           0.0065595,           0.0052766,             0.99596,             0.97727,             0.97622,             0.92472,           0.0083566,           0.0031528,           0.0015711,           0.0018424,           0.0018424,           0.0018424
                 414,            0.017271,           0.0068676,           0.0052447,             0.99605,             0.97727,             0.97631,             0.90112,           0.0092389,           0.0032496,            0.001569,           0.0018226,           0.0018226,           0.0018226
                 415,            0.016828,           0.0072076,           0.0038897,             0.99613,             0.97727,             0.97642,             0.92655,           0.0084948,           0.0031662,           0.0015667,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01623,           0.0065814,           0.0054775,             0.99613,             0.97727,             0.97642,             0.92655,           0.0084948,           0.0031662,           0.0015667,            0.001783,            0.001783,            0.001783
                 417,            0.016581,           0.0081884,           0.0031803,             0.99618,             0.97727,             0.97648,             0.91469,           0.0090827,           0.0031695,           0.0015598,           0.0017632,           0.0017632,           0.0017632
                 418,            0.017221,           0.0093874,           0.0038107,             0.99625,             0.97727,             0.97645,             0.91886,           0.0081314,           0.0032258,           0.0015496,           0.0017434,           0.0017434,           0.0017434
                 419,            0.015598,            0.007222,           0.0031734,             0.99631,             0.97727,             0.97658,             0.89737,           0.0094498,           0.0033248,            0.001546,           0.0017236,           0.0017236,           0.0017236
                 420,            0.017236,           0.0062945,           0.0031096,             0.99631,             0.97727,             0.97658,             0.89737,           0.0094498,           0.0033248,            0.001546,           0.0017038,           0.0017038,           0.0017038
                 421,            0.018457,           0.0070549,            0.005517,             0.99631,             0.97727,              0.9766,             0.90995,           0.0096046,            0.003354,           0.0015454,            0.001684,            0.001684,            0.001684
                 422,            0.013559,           0.0063508,           0.0022793,             0.99616,             0.97727,              0.9766,             0.88671,           0.0091366,            0.003389,           0.0015485,           0.0016642,           0.0016642,           0.0016642
                 423,             0.01791,           0.0061402,           0.0029362,             0.99615,             0.97727,             0.97644,             0.90467,           0.0092094,           0.0033301,           0.0015477,           0.0016444,           0.0016444,           0.0016444
                 424,            0.015715,           0.0073498,           0.0036445,             0.99615,             0.97727,             0.97644,             0.90467,           0.0092094,           0.0033301,           0.0015477,           0.0016246,           0.0016246,           0.0016246
                 425,            0.014938,           0.0068074,           0.0034413,              0.9962,             0.97727,             0.97641,             0.90394,           0.0085331,           0.0033005,           0.0015491,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015266,           0.0077368,           0.0047882,             0.99615,             0.97727,              0.9764,             0.90759,           0.0083616,           0.0033012,           0.0015393,            0.001585,            0.001585,            0.001585
                 427,            0.014591,           0.0059722,           0.0031944,             0.99615,             0.97727,             0.97637,             0.90394,           0.0089217,           0.0033414,           0.0015345,           0.0015652,           0.0015652,           0.0015652
                 428,              0.0165,           0.0063282,           0.0030167,             0.99615,             0.97727,             0.97637,             0.90394,           0.0089217,           0.0033414,           0.0015345,           0.0015454,           0.0015454,           0.0015454
                 429,            0.015634,           0.0070595,           0.0042391,             0.99615,             0.97727,             0.97632,              0.9028,           0.0085977,            0.003304,           0.0015259,           0.0015256,           0.0015256,           0.0015256
                 430,            0.016887,           0.0085336,           0.0032165,             0.99607,             0.97727,              0.9764,             0.87548,           0.0082629,           0.0033266,           0.0015181,           0.0015058,           0.0015058,           0.0015058
                 431,            0.013503,            0.006877,           0.0031179,             0.99606,             0.97727,             0.97643,             0.90901,           0.0076565,           0.0032098,           0.0015057,            0.001486,            0.001486,            0.001486
                 432,            0.013721,           0.0065959,           0.0022388,             0.99606,             0.97727,             0.97643,             0.90901,           0.0076565,           0.0032098,           0.0015057,           0.0014662,           0.0014662,           0.0014662
                 433,            0.013906,           0.0067337,           0.0024458,             0.99607,             0.97727,             0.97645,             0.91573,           0.0071221,           0.0031644,           0.0014998,           0.0014464,           0.0014464,           0.0014464
                 434,            0.015657,           0.0050109,           0.0026428,             0.99608,             0.97727,             0.97646,             0.89227,           0.0079506,           0.0032303,           0.0014909,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013822,             0.00654,           0.0032822,             0.99599,             0.97727,             0.97648,             0.93227,           0.0075731,           0.0032024,           0.0014821,           0.0014068,           0.0014068,           0.0014068
                 436,            0.015596,           0.0062245,            0.003662,             0.99599,             0.97727,             0.97648,             0.93227,           0.0075731,           0.0032024,           0.0014821,            0.001387,            0.001387,            0.001387
                 437,            0.015943,            0.006101,           0.0033349,             0.99582,             0.97727,             0.97649,             0.93081,           0.0077722,             0.00322,           0.0014747,           0.0013672,           0.0013672,           0.0013672
                 438,            0.015863,            0.006358,           0.0052815,             0.99585,             0.97727,              0.9765,             0.89987,           0.0077858,           0.0032389,           0.0014684,           0.0013474,           0.0013474,           0.0013474
                 439,            0.014982,           0.0076495,            0.002871,             0.99582,             0.97727,              0.9765,             0.92059,           0.0078363,           0.0032078,           0.0014609,           0.0013276,           0.0013276,           0.0013276
                 440,            0.015124,           0.0062866,           0.0039977,             0.99582,             0.97727,              0.9765,             0.92059,           0.0078363,           0.0032078,           0.0014609,           0.0013078,           0.0013078,           0.0013078
                 441,            0.012788,            0.006145,           0.0026044,             0.99582,             0.97727,             0.97648,             0.90614,           0.0077064,           0.0031602,           0.0014546,            0.001288,            0.001288,            0.001288
                 442,            0.015856,           0.0075502,           0.0045238,             0.99585,             0.97727,             0.97656,             0.91331,           0.0073018,           0.0031559,           0.0014474,           0.0012682,           0.0012682,           0.0012682
                 443,            0.012501,           0.0055862,           0.0018271,             0.99588,             0.97727,             0.97665,             0.91418,           0.0084375,           0.0031711,           0.0014419,           0.0012484,           0.0012484,           0.0012484
                 444,            0.017772,            0.006473,           0.0056484,             0.99588,             0.97727,             0.97665,             0.91418,           0.0084375,           0.0031711,           0.0014419,           0.0012286,           0.0012286,           0.0012286
                 445,            0.014271,            0.005958,           0.0040762,             0.99595,             0.97727,             0.97665,             0.92079,           0.0083972,           0.0031236,           0.0014328,           0.0012088,           0.0012088,           0.0012088
                 446,            0.013452,           0.0064986,           0.0030159,             0.99588,             0.97727,             0.97664,             0.91111,           0.0075561,            0.003082,            0.001431,            0.001189,            0.001189,            0.001189
                 447,            0.013678,           0.0066768,           0.0031079,             0.99584,             0.97727,             0.97675,             0.89013,            0.008155,           0.0030943,           0.0014232,           0.0011692,           0.0011692,           0.0011692
                 448,            0.014933,           0.0060975,           0.0029002,             0.99584,             0.97727,             0.97675,             0.89013,            0.008155,           0.0030943,           0.0014232,           0.0011494,           0.0011494,           0.0011494
                 449,            0.014265,           0.0065385,           0.0034867,             0.99584,             0.97727,             0.97679,             0.89798,           0.0078501,           0.0030443,           0.0014195,           0.0011296,           0.0011296,           0.0011296
                 450,            0.013884,            0.006033,           0.0025372,             0.99587,             0.97727,              0.9767,             0.88109,           0.0089918,           0.0031578,           0.0014162,           0.0011098,           0.0011098,           0.0011098
                 451,            0.016609,            0.007953,            0.005032,             0.99582,             0.97727,             0.97676,             0.89421,           0.0080613,            0.003087,           0.0014125,             0.00109,             0.00109,             0.00109
                 452,             0.01527,           0.0082093,           0.0027315,             0.99582,             0.97727,             0.97676,             0.89421,           0.0080613,            0.003087,           0.0014125,           0.0010702,           0.0010702,           0.0010702
                 453,            0.015647,           0.0068351,           0.0025901,             0.99582,             0.97727,             0.97686,             0.91657,           0.0073415,           0.0030191,           0.0014122,           0.0010504,           0.0010504,           0.0010504
                 454,            0.013193,           0.0069247,           0.0025314,              0.9958,             0.97727,             0.97686,             0.90744,           0.0075554,           0.0030185,           0.0014113,           0.0010306,           0.0010306,           0.0010306
                 455,            0.015198,           0.0076198,           0.0038112,             0.99576,             0.97727,             0.97689,             0.90951,           0.0073568,           0.0030209,           0.0014075,           0.0010108,           0.0010108,           0.0010108
                 456,            0.012171,           0.0060933,           0.0027832,             0.99576,             0.97727,             0.97689,             0.90951,           0.0073568,           0.0030209,           0.0014075,            0.000991,            0.000991,            0.000991
                 457,            0.013169,           0.0067672,           0.0025087,             0.99586,             0.97727,             0.97701,             0.92727,            0.007093,            0.002991,           0.0014081,           0.0009712,           0.0009712,           0.0009712
                 458,             0.01558,           0.0083868,           0.0027969,             0.99584,             0.97727,             0.97683,             0.90364,           0.0079926,           0.0030836,           0.0014094,           0.0009514,           0.0009514,           0.0009514
                 459,            0.015588,           0.0060797,           0.0043842,              0.9959,             0.97727,             0.97694,             0.91922,           0.0070976,           0.0029817,           0.0014074,           0.0009316,           0.0009316,           0.0009316
                 460,            0.014594,           0.0072719,           0.0060735,              0.9959,             0.97727,             0.97694,             0.91922,           0.0070976,           0.0029817,           0.0014074,           0.0009118,           0.0009118,           0.0009118
                 461,            0.013671,           0.0054394,           0.0031216,             0.99587,             0.97727,             0.97685,             0.91206,           0.0077125,           0.0030343,            0.001403,            0.000892,            0.000892,            0.000892
                 462,            0.014155,           0.0073361,           0.0023505,             0.99588,             0.97727,             0.99333,             0.92279,           0.0067104,           0.0029586,           0.0014023,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013659,           0.0074124,           0.0037252,             0.99596,             0.97727,             0.99333,             0.92821,           0.0071954,           0.0029944,           0.0013975,           0.0008524,           0.0008524,           0.0008524
                 464,            0.014901,           0.0069688,           0.0026092,             0.99596,             0.97727,             0.99333,             0.92821,           0.0071954,           0.0029944,           0.0013975,           0.0008326,           0.0008326,           0.0008326
                 465,             0.01473,           0.0069059,           0.0039138,             0.99603,             0.97727,             0.97693,             0.91794,           0.0069589,           0.0029642,           0.0013966,           0.0008128,           0.0008128,           0.0008128
                 466,            0.014446,           0.0067171,           0.0043124,              0.9961,             0.97727,             0.97694,              0.9318,           0.0069447,           0.0029219,           0.0013891,            0.000793,            0.000793,            0.000793
                 467,            0.014695,           0.0062336,           0.0036136,             0.99614,             0.97727,             0.97683,             0.94176,           0.0069533,           0.0029096,            0.001383,           0.0007732,           0.0007732,           0.0007732
                 468,             0.01306,           0.0059837,           0.0022227,             0.99614,             0.97727,             0.97683,             0.94176,           0.0069533,           0.0029096,            0.001383,           0.0007534,           0.0007534,           0.0007534
                 469,            0.012068,           0.0074252,           0.0025418,             0.99617,             0.97727,             0.97679,             0.92518,           0.0072032,            0.002932,           0.0013815,           0.0007336,           0.0007336,           0.0007336
