               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.038064,           0.0093541,           0.0070913,             0.85327,             0.97727,             0.94337,             0.45054,            0.030747,           0.0054276,           0.0041183,            0.006931,            0.006931,            0.006931
                 157,            0.035464,            0.010732,           0.0086552,             0.95438,             0.97727,             0.97386,             0.54477,            0.024832,           0.0053095,           0.0041448,           0.0069112,           0.0069112,           0.0069112
                 158,            0.035626,            0.010493,           0.0098694,             0.98977,             0.98428,               0.995,             0.62308,            0.024923,           0.0052972,           0.0038816,           0.0068914,           0.0068914,           0.0068914
                 159,            0.038685,            0.010085,           0.0090881,             0.96372,             0.97727,             0.97022,             0.58835,            0.027868,           0.0053213,           0.0039829,           0.0068716,           0.0068716,           0.0068716
                 160,            0.032157,           0.0096547,           0.0093591,             0.96372,             0.97727,             0.97022,             0.58835,            0.027868,           0.0053213,           0.0039829,           0.0068518,           0.0068518,           0.0068518
                 161,            0.031989,             0.01145,           0.0084657,             0.98348,             0.97727,             0.97547,             0.73283,            0.020675,           0.0051961,           0.0038736,            0.006832,            0.006832,            0.006832
                 162,            0.029802,             0.01162,           0.0089701,             0.99086,             0.97181,             0.97601,             0.66368,            0.023368,           0.0053848,           0.0039119,           0.0068122,           0.0068122,           0.0068122
                 163,            0.031892,           0.0098531,            0.010721,             0.96675,             0.99109,             0.99304,             0.56434,            0.029339,           0.0053825,           0.0038797,           0.0067924,           0.0067924,           0.0067924
                 164,            0.038273,            0.010395,           0.0079825,             0.96675,             0.99109,             0.99304,             0.56434,            0.029339,           0.0053825,           0.0038797,           0.0067726,           0.0067726,           0.0067726
                 165,             0.03128,           0.0088872,            0.010768,             0.93868,             0.95691,              0.9757,             0.66563,            0.023446,           0.0052933,           0.0039898,           0.0067528,           0.0067528,           0.0067528
                 166,            0.031885,            0.010278,           0.0083255,             0.99715,             0.96492,             0.97541,             0.68023,            0.024308,           0.0055052,           0.0035431,            0.006733,            0.006733,            0.006733
                 167,            0.030565,           0.0094702,            0.007293,             0.97334,             0.98517,               0.995,             0.61977,            0.028118,           0.0055403,           0.0034659,           0.0067132,           0.0067132,           0.0067132
                 168,            0.033928,            0.010422,           0.0090361,             0.97334,             0.98517,               0.995,             0.61977,            0.028118,           0.0055403,           0.0034659,           0.0066934,           0.0066934,           0.0066934
                 169,            0.030386,           0.0088247,           0.0092738,             0.98677,             0.97682,              0.9754,             0.67426,            0.022282,            0.005242,            0.003497,           0.0066736,           0.0066736,           0.0066736
                 170,            0.033262,            0.010146,           0.0075029,             0.96562,             0.97727,             0.97637,             0.61606,            0.029011,           0.0053129,           0.0034285,           0.0066538,           0.0066538,           0.0066538
                 171,            0.039864,            0.011632,             0.01086,             0.93156,             0.94602,             0.96568,             0.64913,             0.02233,           0.0050874,           0.0033506,            0.006634,            0.006634,            0.006634
                 172,             0.03119,            0.010122,            0.006624,             0.93156,             0.94602,             0.96568,             0.64913,             0.02233,           0.0050874,           0.0033506,           0.0066142,           0.0066142,           0.0066142
                 173,            0.029213,            0.010101,            0.007139,             0.92931,             0.94602,             0.97465,             0.67185,            0.019519,           0.0049858,           0.0033489,           0.0065944,           0.0065944,           0.0065944
                 174,            0.030002,            0.010037,           0.0075152,             0.98628,             0.97727,             0.97546,             0.66928,            0.023852,           0.0050436,           0.0032739,           0.0065746,           0.0065746,           0.0065746
                 175,            0.031013,            0.011046,            0.011979,             0.93578,             0.89095,             0.96563,             0.68695,            0.022954,           0.0050203,           0.0032384,           0.0065548,           0.0065548,           0.0065548
                 176,            0.031685,           0.0087727,           0.0092448,             0.93578,             0.89095,             0.96563,             0.68695,            0.022954,           0.0050203,           0.0032384,            0.006535,            0.006535,            0.006535
                 177,            0.028388,           0.0097731,           0.0070158,             0.91159,             0.88352,             0.94291,             0.71188,            0.021091,           0.0050304,           0.0032417,           0.0065152,           0.0065152,           0.0065152
                 178,            0.029983,           0.0098031,            0.010119,              0.9839,             0.94602,             0.96946,             0.75932,            0.019262,           0.0051655,           0.0033248,           0.0064954,           0.0064954,           0.0064954
                 179,            0.028502,           0.0096484,           0.0073163,             0.94597,             0.90231,              0.9628,             0.60876,            0.028137,           0.0053766,           0.0033743,           0.0064756,           0.0064756,           0.0064756
                 180,            0.034164,           0.0092455,           0.0079552,             0.94597,             0.90231,              0.9628,             0.60876,            0.028137,           0.0053766,           0.0033743,           0.0064558,           0.0064558,           0.0064558
                 181,            0.027937,           0.0097191,           0.0078812,             0.88389,             0.87119,              0.9623,             0.63535,            0.023384,           0.0053683,           0.0036073,            0.006436,            0.006436,            0.006436
                 182,            0.030274,           0.0090782,           0.0075184,             0.95218,             0.99219,             0.99217,             0.70759,            0.022644,           0.0053686,           0.0034973,           0.0064162,           0.0064162,           0.0064162
                 183,            0.036446,           0.0096894,           0.0088049,             0.95589,             0.96875,             0.98525,             0.61668,            0.026809,           0.0053772,           0.0032528,           0.0063964,           0.0063964,           0.0063964
                 184,            0.033552,            0.010229,           0.0078307,             0.95589,             0.96875,             0.98525,             0.61668,            0.026809,           0.0053772,           0.0032528,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027537,           0.0097231,           0.0066617,             0.98919,             0.97727,             0.97549,             0.76172,            0.018327,           0.0050259,           0.0032022,           0.0063568,           0.0063568,           0.0063568
                 186,            0.028885,           0.0092747,           0.0084191,              0.9425,             0.97727,             0.97549,             0.66685,            0.020703,           0.0050181,           0.0031418,            0.006337,            0.006337,            0.006337
                 187,            0.031764,           0.0095929,           0.0060979,             0.98752,             0.97727,             0.97547,             0.65923,             0.02075,           0.0049035,           0.0030805,           0.0063172,           0.0063172,           0.0063172
                 188,            0.030703,           0.0099894,           0.0064839,             0.98752,             0.97727,             0.97547,             0.65923,             0.02075,           0.0049035,           0.0030805,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025745,           0.0093326,           0.0098444,              0.9886,             0.97727,             0.97548,             0.73568,            0.017545,           0.0047432,           0.0030665,           0.0062776,           0.0062776,           0.0062776
                 190,             0.02836,             0.01093,           0.0074798,             0.98886,             0.97727,             0.97662,             0.64269,            0.022958,           0.0048534,            0.003058,           0.0062578,           0.0062578,           0.0062578
                 191,            0.033271,            0.011059,           0.0066495,             0.98976,             0.97727,              0.9762,             0.68813,            0.021362,           0.0047789,           0.0029929,            0.006238,            0.006238,            0.006238
                 192,            0.032619,             0.01139,            0.010435,             0.98976,             0.97727,              0.9762,             0.68813,            0.021362,           0.0047789,           0.0029929,           0.0062182,           0.0062182,           0.0062182
                 193,             0.02663,           0.0098293,           0.0065714,             0.98974,             0.97727,             0.97552,             0.78743,            0.017468,           0.0046529,           0.0030241,           0.0061984,           0.0061984,           0.0061984
                 194,            0.025876,           0.0095529,           0.0072771,             0.98992,             0.97727,             0.97553,             0.66908,            0.021911,           0.0046771,           0.0029374,           0.0061786,           0.0061786,           0.0061786
                 195,            0.031167,           0.0096491,           0.0066273,             0.97584,             0.97727,             0.97669,             0.66109,            0.019635,           0.0046339,           0.0028629,           0.0061588,           0.0061588,           0.0061588
                 196,              0.0306,            0.010987,           0.0064312,             0.97584,             0.97727,             0.97669,             0.66109,            0.019635,           0.0046339,           0.0028629,            0.006139,            0.006139,            0.006139
                 197,            0.026047,           0.0094172,           0.0092616,             0.97517,             0.97243,             0.99192,              0.7081,            0.017593,           0.0045915,           0.0028568,           0.0061192,           0.0061192,           0.0061192
                 198,            0.029344,           0.0092121,           0.0090905,             0.94721,              0.9326,             0.98895,             0.73225,            0.022504,           0.0047226,           0.0028382,           0.0060994,           0.0060994,           0.0060994
                 199,            0.032267,           0.0097218,           0.0084457,             0.98636,             0.97727,             0.97558,             0.61775,            0.022688,            0.004797,           0.0027731,           0.0060796,           0.0060796,           0.0060796
                 200,            0.033427,            0.010611,           0.0086521,             0.98636,             0.97727,             0.97558,             0.61775,            0.022688,            0.004797,           0.0027731,           0.0060598,           0.0060598,           0.0060598
                 201,            0.027911,           0.0085463,           0.0065317,             0.98391,             0.97727,              0.9756,              0.6372,            0.021038,           0.0048743,           0.0027983,             0.00604,             0.00604,             0.00604
                 202,            0.030705,           0.0093552,           0.0059225,             0.97948,             0.96354,             0.97775,             0.60774,            0.027543,           0.0051041,           0.0028843,           0.0060202,           0.0060202,           0.0060202
                 203,            0.034456,           0.0091857,           0.0066634,             0.93463,               0.925,             0.96773,             0.58988,            0.025771,           0.0052331,           0.0029899,           0.0060004,           0.0060004,           0.0060004
                 204,            0.031989,           0.0080829,           0.0072925,             0.93463,               0.925,             0.96773,             0.58988,            0.025771,           0.0052331,           0.0029899,           0.0059806,           0.0059806,           0.0059806
                 205,            0.028363,           0.0093193,           0.0088387,             0.94507,             0.97298,             0.98346,             0.66765,            0.020961,           0.0051115,           0.0030152,           0.0059608,           0.0059608,           0.0059608
                 206,             0.03051,            0.009243,           0.0076642,             0.92477,             0.97105,             0.98967,             0.60351,            0.026408,           0.0052162,           0.0030056,            0.005941,            0.005941,            0.005941
                 207,            0.037364,            0.011059,           0.0077614,             0.95714,             0.97222,              0.9757,             0.68835,            0.018763,           0.0050119,            0.003037,           0.0059212,           0.0059212,           0.0059212
                 208,            0.027539,           0.0087346,           0.0075337,             0.95714,             0.97222,              0.9757,             0.68835,            0.018763,           0.0050119,            0.003037,           0.0059014,           0.0059014,           0.0059014
                 209,            0.025253,           0.0095772,           0.0071299,             0.96259,             0.97335,             0.97572,             0.71682,            0.017488,           0.0050761,           0.0030064,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023379,            0.010255,           0.0049995,             0.96757,             0.94602,             0.95531,             0.73614,            0.021201,           0.0053529,           0.0033133,           0.0058618,           0.0058618,           0.0058618
                 211,            0.028718,           0.0098501,           0.0054373,             0.96629,             0.94602,             0.97246,             0.64179,            0.025574,             0.00527,           0.0030821,            0.005842,            0.005842,            0.005842
                 212,            0.033257,            0.010669,           0.0054756,             0.96629,             0.94602,             0.97246,             0.64179,            0.025574,             0.00527,           0.0030821,           0.0058222,           0.0058222,           0.0058222
                 213,            0.026209,           0.0084494,           0.0068884,              0.9673,             0.94602,              0.9747,             0.75592,            0.021266,           0.0050848,           0.0030243,           0.0058024,           0.0058024,           0.0058024
                 214,            0.026993,           0.0090006,           0.0083015,             0.99192,             0.97727,               0.976,             0.73039,            0.018581,           0.0048972,           0.0027648,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024363,            0.010036,            0.006751,             0.99249,             0.97727,              0.9781,             0.63155,            0.022217,           0.0049506,           0.0027624,           0.0057628,           0.0057628,           0.0057628
                 216,            0.030888,           0.0096594,           0.0068607,             0.99249,             0.97727,              0.9781,             0.63155,            0.022217,           0.0049506,           0.0027624,            0.005743,            0.005743,            0.005743
                 217,            0.025271,           0.0089133,           0.0050152,             0.99291,             0.97727,             0.97846,             0.70252,            0.017323,           0.0046272,           0.0028067,           0.0057232,           0.0057232,           0.0057232
                 218,              0.0291,           0.0090173,           0.0063268,             0.99144,             0.97727,              0.9926,             0.65869,            0.022819,           0.0048314,            0.002807,           0.0057034,           0.0057034,           0.0057034
                 219,            0.030936,             0.01076,           0.0078404,             0.99602,             0.97727,             0.97826,             0.76158,            0.019903,           0.0045539,           0.0027879,           0.0056836,           0.0056836,           0.0056836
                 220,            0.030902,           0.0098865,           0.0059187,             0.99602,             0.97727,             0.97826,             0.76158,            0.019903,           0.0045539,           0.0027879,           0.0056638,           0.0056638,           0.0056638
                 221,            0.027974,           0.0084229,            0.005726,             0.99548,             0.97727,              0.9778,             0.77636,            0.018235,           0.0044834,           0.0028374,            0.005644,            0.005644,            0.005644
                 222,            0.026499,            0.008933,            0.005533,             0.99308,             0.97727,             0.97597,             0.75218,            0.017973,           0.0046393,            0.002858,           0.0056242,           0.0056242,           0.0056242
                 223,            0.026639,           0.0089304,           0.0066872,             0.99349,             0.97727,             0.99071,             0.69113,             0.02113,           0.0046017,           0.0027767,           0.0056044,           0.0056044,           0.0056044
                 224,            0.030421,            0.010211,           0.0051716,             0.99349,             0.97727,             0.99071,             0.69113,             0.02113,           0.0046017,           0.0027767,           0.0055846,           0.0055846,           0.0055846
                 225,            0.025232,           0.0092653,           0.0063657,             0.99329,             0.97727,              0.9913,             0.69381,            0.017534,           0.0045688,           0.0027707,           0.0055648,           0.0055648,           0.0055648
                 226,            0.024785,           0.0094507,           0.0082305,             0.99069,             0.97727,             0.97579,             0.70579,            0.018037,           0.0045628,           0.0026809,            0.005545,            0.005545,            0.005545
                 227,            0.024477,           0.0088049,           0.0053517,             0.97104,             0.97727,             0.97579,             0.67161,            0.023422,           0.0047407,           0.0026567,           0.0055252,           0.0055252,           0.0055252
                 228,            0.034705,           0.0096132,           0.0045665,             0.97104,             0.97727,             0.97579,             0.67161,            0.023422,           0.0047407,           0.0026567,           0.0055054,           0.0055054,           0.0055054
                 229,            0.031193,           0.0088764,           0.0066967,             0.99282,             0.97727,             0.97586,             0.74439,            0.019021,           0.0047408,           0.0026153,           0.0054856,           0.0054856,           0.0054856
                 230,            0.029528,           0.0092184,           0.0059788,             0.97337,             0.97727,             0.98079,             0.67355,            0.025194,           0.0049116,           0.0025746,           0.0054658,           0.0054658,           0.0054658
                 231,            0.038287,           0.0090813,           0.0076369,             0.99171,             0.97727,             0.97575,             0.77271,             0.01934,           0.0047364,           0.0025775,            0.005446,            0.005446,            0.005446
                 232,            0.024708,           0.0098823,           0.0058278,             0.99171,             0.97727,             0.97575,             0.77271,             0.01934,           0.0047364,           0.0025775,           0.0054262,           0.0054262,           0.0054262
                 233,            0.028635,           0.0079928,           0.0063897,             0.99137,             0.97727,             0.97572,             0.81206,             0.01768,           0.0047729,           0.0025832,           0.0054064,           0.0054064,           0.0054064
                 234,            0.025106,            0.008408,           0.0050335,             0.98906,             0.97727,              0.9757,             0.79223,            0.017409,           0.0048726,           0.0025473,           0.0053866,           0.0053866,           0.0053866
                 235,            0.026538,           0.0092289,           0.0052496,              0.9898,             0.97727,             0.97572,              0.7651,            0.020069,           0.0048471,            0.002554,           0.0053668,           0.0053668,           0.0053668
                 236,            0.026716,           0.0088186,           0.0061784,              0.9898,             0.97727,             0.97572,              0.7651,            0.020069,           0.0048471,            0.002554,            0.005347,            0.005347,            0.005347
                 237,            0.022789,           0.0095976,           0.0053464,              0.9894,             0.97727,             0.97573,             0.80684,            0.016871,           0.0046673,            0.002559,           0.0053272,           0.0053272,           0.0053272
                 238,             0.02451,            0.009587,           0.0058389,             0.98776,             0.97727,             0.97575,             0.77387,            0.017876,           0.0047973,           0.0025673,           0.0053074,           0.0053074,           0.0053074
                 239,            0.026391,            0.010593,           0.0072431,             0.99061,             0.97727,             0.97576,             0.77458,            0.017888,            0.004649,           0.0025918,           0.0052876,           0.0052876,           0.0052876
                 240,            0.027848,           0.0093495,           0.0062361,             0.99061,             0.97727,             0.97576,             0.77458,            0.017888,            0.004649,           0.0025918,           0.0052678,           0.0052678,           0.0052678
                 241,            0.026241,           0.0085813,           0.0072986,             0.98831,             0.97727,             0.97578,             0.80223,            0.014997,           0.0045182,           0.0026498,            0.005248,            0.005248,            0.005248
                 242,            0.024682,            0.010038,           0.0061268,             0.98828,             0.97727,             0.99192,             0.77008,            0.019373,            0.004679,           0.0026224,           0.0052282,           0.0052282,           0.0052282
                 243,            0.029438,           0.0086539,           0.0089666,             0.98823,             0.97727,             0.97582,             0.79059,            0.016202,           0.0044561,           0.0026611,           0.0052084,           0.0052084,           0.0052084
                 244,            0.025084,           0.0084634,            0.005022,             0.98823,             0.97727,             0.97582,             0.79059,            0.016202,           0.0044561,           0.0026611,           0.0051886,           0.0051886,           0.0051886
                 245,             0.02532,           0.0091032,           0.0077142,             0.99013,             0.97727,             0.97587,             0.79876,            0.015463,           0.0044058,           0.0026792,           0.0051688,           0.0051688,           0.0051688
                 246,            0.026903,           0.0072513,           0.0068723,             0.98864,             0.97727,             0.97586,             0.68887,            0.021192,           0.0046551,           0.0026326,            0.005149,            0.005149,            0.005149
                 247,             0.03021,            0.011158,           0.0066002,             0.98878,             0.97727,             0.99071,             0.73789,            0.016638,           0.0044437,           0.0026369,           0.0051292,           0.0051292,           0.0051292
                 248,            0.026195,           0.0094904,           0.0045129,             0.98878,             0.97727,             0.99071,             0.73789,            0.016638,           0.0044437,           0.0026369,           0.0051094,           0.0051094,           0.0051094
                 249,            0.026802,           0.0078893,           0.0057003,              0.9794,             0.97727,             0.97599,             0.77768,            0.014954,            0.004323,           0.0026341,           0.0050896,           0.0050896,           0.0050896
                 250,            0.025677,            0.011122,           0.0054087,             0.98945,             0.97727,              0.9759,             0.69835,            0.018582,           0.0044103,           0.0026235,           0.0050698,           0.0050698,           0.0050698
                 251,            0.026937,           0.0086508,           0.0050988,             0.98407,             0.97727,             0.97592,             0.74545,            0.017606,           0.0043395,            0.002672,             0.00505,             0.00505,             0.00505
                 252,            0.028175,           0.0095412,           0.0072367,             0.98407,             0.97727,             0.97592,             0.74545,            0.017606,           0.0043395,            0.002672,           0.0050302,           0.0050302,           0.0050302
                 253,            0.026266,           0.0098853,           0.0066393,             0.99181,             0.97727,             0.97593,             0.77636,            0.016174,           0.0043169,           0.0026783,           0.0050104,           0.0050104,           0.0050104
                 254,            0.025558,           0.0085062,           0.0062712,             0.99202,             0.97727,             0.97763,             0.70513,             0.02051,           0.0044546,           0.0026835,           0.0049906,           0.0049906,           0.0049906
                 255,              0.0311,           0.0080238,           0.0056356,             0.99188,             0.97727,             0.97608,             0.77264,            0.016664,            0.004332,           0.0026791,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024524,            0.008829,           0.0046806,             0.99188,             0.97727,             0.97608,             0.77264,            0.016664,            0.004332,           0.0026791,            0.004951,            0.004951,            0.004951
                 257,            0.025635,           0.0079918,           0.0058226,             0.99203,             0.97727,             0.97846,             0.80961,            0.014934,           0.0042999,           0.0027128,           0.0049312,           0.0049312,           0.0049312
                 258,            0.023672,           0.0095222,            0.005946,             0.99212,             0.97727,             0.98722,             0.78662,            0.016548,           0.0043613,           0.0026508,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02448,           0.0094054,           0.0065513,              0.9929,             0.97727,             0.97608,             0.80592,            0.016332,           0.0041159,           0.0026005,           0.0048916,           0.0048916,           0.0048916
                 260,             0.02669,           0.0073065,           0.0074459,              0.9929,             0.97727,             0.97608,             0.80592,            0.016332,           0.0041159,           0.0026005,           0.0048718,           0.0048718,           0.0048718
                 261,            0.021572,           0.0072662,           0.0071337,             0.99332,             0.97727,             0.97613,             0.80741,            0.014721,           0.0040607,           0.0025531,            0.004852,            0.004852,            0.004852
                 262,            0.025595,           0.0087561,           0.0063458,               0.993,             0.97727,             0.99071,             0.78012,            0.018595,           0.0041816,           0.0025592,           0.0048322,           0.0048322,           0.0048322
                 263,            0.027203,            0.008152,            0.005764,             0.96634,             0.97727,             0.97852,              0.7213,            0.014984,           0.0040175,           0.0025261,           0.0048124,           0.0048124,           0.0048124
                 264,            0.025759,           0.0086183,           0.0061874,             0.96634,             0.97727,             0.97852,              0.7213,            0.014984,           0.0040175,           0.0025261,           0.0047926,           0.0047926,           0.0047926
                 265,            0.023024,            0.008593,           0.0052182,              0.9944,             0.97727,             0.97634,             0.78683,            0.013888,           0.0038694,           0.0025063,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019687,           0.0084963,           0.0059112,             0.99399,             0.97727,              0.9926,              0.7265,            0.014238,           0.0039155,           0.0025033,            0.004753,            0.004753,            0.004753
                 267,            0.022349,           0.0094017,           0.0064756,             0.99425,             0.97727,             0.97626,             0.76444,            0.016965,           0.0040452,           0.0024714,           0.0047332,           0.0047332,           0.0047332
                 268,            0.026699,           0.0085889,           0.0060553,             0.99425,             0.97727,             0.97626,             0.76444,            0.016965,           0.0040452,           0.0024714,           0.0047134,           0.0047134,           0.0047134
                 269,            0.025251,            0.008264,            0.007158,             0.99398,             0.97727,             0.97623,             0.81442,            0.013805,           0.0038971,           0.0024617,           0.0046936,           0.0046936,           0.0046936
                 270,             0.02272,           0.0085772,           0.0049407,             0.96477,             0.97727,             0.98663,             0.73699,            0.020203,           0.0042089,           0.0023974,           0.0046738,           0.0046738,           0.0046738
                 271,            0.028492,           0.0072727,           0.0060266,             0.99368,             0.97727,             0.99192,             0.82421,            0.013567,           0.0039127,           0.0024358,            0.004654,            0.004654,            0.004654
                 272,            0.023735,           0.0074548,           0.0056316,             0.99368,             0.97727,             0.99192,             0.82421,            0.013567,           0.0039127,           0.0024358,           0.0046342,           0.0046342,           0.0046342
                 273,            0.021124,           0.0095308,           0.0054088,             0.99397,             0.97727,             0.99192,             0.81798,            0.013995,            0.003877,           0.0024496,           0.0046144,           0.0046144,           0.0046144
                 274,            0.022837,            0.009036,           0.0070142,             0.99431,             0.97727,             0.97603,              0.7811,            0.016476,           0.0039577,           0.0024321,           0.0045946,           0.0045946,           0.0045946
                 275,             0.02523,            0.008565,           0.0080983,              0.9938,             0.97727,             0.99071,             0.79625,            0.015358,           0.0039897,           0.0024781,           0.0045748,           0.0045748,           0.0045748
                 276,              0.0227,            0.010342,           0.0056733,              0.9938,             0.97727,             0.99071,             0.79625,            0.015358,           0.0039897,           0.0024781,            0.004555,            0.004555,            0.004555
                 277,            0.022894,           0.0098229,           0.0061043,             0.99414,             0.97727,             0.99071,             0.82714,            0.014826,           0.0039648,           0.0024893,           0.0045352,           0.0045352,           0.0045352
                 278,             0.02447,           0.0098232,           0.0054519,             0.99297,             0.97727,               0.976,             0.80129,            0.017227,           0.0040321,           0.0024724,           0.0045154,           0.0045154,           0.0045154
                 279,            0.026239,           0.0090764,           0.0075962,             0.99282,             0.97727,             0.97595,             0.83086,            0.014918,           0.0040025,           0.0024563,           0.0044956,           0.0044956,           0.0044956
                 280,            0.022721,           0.0070206,           0.0053272,             0.99282,             0.97727,             0.97595,             0.83086,            0.014918,           0.0040025,           0.0024563,           0.0044758,           0.0044758,           0.0044758
                 281,            0.023777,           0.0091768,           0.0063457,             0.99276,             0.97727,             0.98221,             0.81998,            0.013966,           0.0039788,           0.0024293,            0.004456,            0.004456,            0.004456
                 282,            0.020265,           0.0078775,           0.0042344,             0.99316,             0.97727,             0.98198,             0.79056,            0.014893,           0.0040286,           0.0024137,           0.0044362,           0.0044362,           0.0044362
                 283,            0.024147,           0.0084886,           0.0049871,             0.99405,             0.97727,              0.9926,             0.80382,            0.017617,           0.0041144,           0.0023901,           0.0044164,           0.0044164,           0.0044164
                 284,            0.024247,           0.0091787,           0.0040857,             0.99405,             0.97727,              0.9926,             0.80382,            0.017617,           0.0041144,           0.0023901,           0.0043966,           0.0043966,           0.0043966
                 285,            0.024711,           0.0089534,           0.0044872,             0.99375,             0.97727,              0.9926,             0.80064,             0.01549,           0.0040191,           0.0023565,           0.0043768,           0.0043768,           0.0043768
                 286,            0.024002,           0.0085155,           0.0059997,             0.99287,             0.97727,             0.97611,             0.73209,            0.017927,           0.0041802,            0.002324,            0.004357,            0.004357,            0.004357
                 287,            0.026781,           0.0089553,            0.004508,              0.9932,             0.97727,             0.97616,             0.75105,            0.015265,           0.0041054,           0.0023194,           0.0043372,           0.0043372,           0.0043372
                 288,             0.02307,           0.0077523,           0.0055795,              0.9932,             0.97727,             0.97616,             0.75105,            0.015265,           0.0041054,           0.0023194,           0.0043174,           0.0043174,           0.0043174
                 289,             0.01926,           0.0079047,           0.0049059,             0.99375,             0.97727,             0.97616,             0.79298,            0.013496,           0.0040481,           0.0023212,           0.0042976,           0.0042976,           0.0042976
                 290,            0.020295,           0.0086036,           0.0053861,             0.99387,             0.97727,             0.97621,              0.7861,            0.014133,            0.004058,           0.0023067,           0.0042778,           0.0042778,           0.0042778
                 291,            0.023984,           0.0090097,            0.004796,             0.99466,             0.97727,              0.9926,             0.79246,            0.015994,           0.0040091,           0.0022884,            0.004258,            0.004258,            0.004258
                 292,            0.024263,           0.0087017,            0.008557,             0.99466,             0.97727,              0.9926,             0.79246,            0.015994,           0.0040091,           0.0022884,           0.0042382,           0.0042382,           0.0042382
                 293,            0.022074,           0.0075917,           0.0046098,             0.99434,             0.97727,             0.97627,             0.80985,            0.014516,           0.0039522,           0.0022619,           0.0042184,           0.0042184,           0.0042184
                 294,            0.024025,           0.0084583,           0.0077664,             0.99458,             0.97727,              0.9805,             0.72069,            0.016984,           0.0041508,           0.0022616,           0.0041986,           0.0041986,           0.0041986
                 295,            0.027887,           0.0088784,           0.0058034,             0.99484,             0.97727,             0.97637,              0.7814,            0.014102,            0.003983,            0.002257,           0.0041788,           0.0041788,           0.0041788
                 296,            0.022972,           0.0084551,           0.0066807,             0.99484,             0.97727,             0.97637,              0.7814,            0.014102,            0.003983,            0.002257,            0.004159,            0.004159,            0.004159
                 297,            0.019841,           0.0074809,           0.0046642,             0.99483,             0.97727,              0.9913,             0.79278,            0.014207,           0.0039367,           0.0022699,           0.0041392,           0.0041392,           0.0041392
                 298,             0.02389,           0.0089686,           0.0052655,             0.99482,             0.97727,             0.97637,             0.78162,            0.015314,           0.0039181,            0.002281,           0.0041194,           0.0041194,           0.0041194
                 299,            0.026714,           0.0089824,           0.0033688,             0.99496,             0.97727,             0.97642,             0.81794,             0.01439,           0.0039236,            0.002285,           0.0040996,           0.0040996,           0.0040996
                 300,            0.022235,           0.0087843,           0.0056776,             0.99496,             0.97727,             0.97642,             0.81794,             0.01439,           0.0039236,            0.002285,           0.0040798,           0.0040798,           0.0040798
                 301,              0.0185,           0.0082649,           0.0046225,             0.99556,             0.97727,             0.97639,             0.85187,            0.012367,           0.0038088,           0.0022855,             0.00406,             0.00406,             0.00406
                 302,            0.020233,           0.0081893,           0.0043113,             0.99505,             0.97727,              0.9926,             0.83286,            0.014537,           0.0038181,           0.0022768,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022491,           0.0081048,           0.0070511,             0.99536,             0.97727,             0.97637,             0.80602,            0.014166,           0.0039052,           0.0022585,           0.0040204,           0.0040204,           0.0040204
                 304,            0.022901,           0.0085122,           0.0047307,             0.99536,             0.97727,             0.97637,             0.80602,            0.014166,           0.0039052,           0.0022585,           0.0040006,           0.0040006,           0.0040006
                 305,            0.022251,           0.0081443,           0.0058988,             0.99547,             0.97727,             0.97631,              0.8704,            0.011373,           0.0037408,           0.0022546,           0.0039808,           0.0039808,           0.0039808
                 306,            0.021209,           0.0088007,           0.0077952,             0.99545,             0.97727,              0.9926,             0.71847,            0.017432,           0.0039748,           0.0022479,            0.003961,            0.003961,            0.003961
                 307,            0.022283,           0.0087784,           0.0040837,             0.99527,             0.97727,             0.97633,             0.80527,            0.012182,           0.0037275,           0.0022127,           0.0039412,           0.0039412,           0.0039412
                 308,            0.021918,           0.0080027,           0.0052815,             0.99527,             0.97727,             0.97633,             0.80527,            0.012182,           0.0037275,           0.0022127,           0.0039214,           0.0039214,           0.0039214
                 309,            0.021134,           0.0077549,           0.0049041,             0.99518,             0.97727,             0.97635,             0.82705,            0.011032,           0.0036985,           0.0022115,           0.0039016,           0.0039016,           0.0039016
                 310,            0.018737,           0.0075474,           0.0034076,              0.9948,             0.97727,             0.99333,             0.75529,            0.013809,            0.003892,           0.0022048,           0.0038818,           0.0038818,           0.0038818
                 311,            0.021734,           0.0091716,            0.005883,             0.99439,             0.97727,              0.9762,             0.80287,            0.013373,            0.003897,            0.002173,            0.003862,            0.003862,            0.003862
                 312,            0.021078,           0.0085469,           0.0055891,             0.99439,             0.97727,              0.9762,             0.80287,            0.013373,            0.003897,            0.002173,           0.0038422,           0.0038422,           0.0038422
                 313,            0.019547,           0.0076452,           0.0035672,             0.99385,             0.97727,              0.9762,             0.83601,            0.012606,           0.0039185,           0.0021789,           0.0038224,           0.0038224,           0.0038224
